股票代码,股票名称,当前价,涨跌幅,年初至今,换手率,市盈率(TTM),股息率,市值,关注者
SZ002634,棒杰股份,7.75,-1.02,10.09,1.44,60.287,0,3559981976,10244
SH600637,东方明珠,9.68,-1.02,6.16,0.24,16.653,2.789,33052361946,137925
SZ002989,中天精装,54.44,-1.02,123.5,1.97,42.931,0.735,8242216000,6046
SZ300775,三角防务,34.79,-1.02,4.72,3.08,86.492,0.287,17238445000,10682
SH600691,阳煤化工,1.94,-1.02,-7.62,0.48,None,0,4609404987,16357
SH688020,方邦股份,84.63,-1.02,-6.27,1.69,51.887,None,6770400000,6661
SZ000616,海航投资,2.91,-1.02,19.75,0.57,None,0,4161982177,34528
SH600966,博汇纸业,13.56,-1.02,155.78,2.17,67.319,0.125,18127608545,20031
SH600206,有研新材,14.61,-1.02,19.9,2.26,68.624,0.11,12369131817,44219
SZ002107,沃华医药,9.7,-1.02,83.07,0.63,30.321,0.773,5598933120,25343
SH600716,凤凰股份,3.87,-1.02,-4.99,0.15,72.947,2.584,3622554483,17307
SH603103,横店影视,16.36,-1.03,-12.11,0.18,None,1.045,10375512000,15596
SZ000622,恒立实业,3.85,-1.03,-19.29,0.76,80.995,0,1637120100,15978
SZ000635,英力特,7.68,-1.03,-0.16,0.26,398.747,1.953,2327712783,16573
SH600054,黄山旅游,8.63,-1.03,-4.69,0.56,75.233,1.263,6294544567,39855
SZ300247,融捷健康,3.84,-1.03,35.69,7.98,None,0,3087514802,23069
SZ002750,龙津药业,7.67,-1.03,-40.4,0.32,None,0,3071835000,20336
SZ000719,中原传媒,7.67,-1.03,11.14,0.3,9.008,3.651,7847972755,21475
SZ002767,先锋电子,13.39,-1.03,-9.61,0.75,80.222,0.261,2008500000,8473
SH603739,蔚蓝生物,25.88,-1.03,2.14,2.17,44.892,0.773,4002781960,11095
SH600009,上海机场,67.18,-1.03,-13.82,0.77,66.56,1.176,129453068537,207970
SZ002586,*ST围海,1.9,-1.04,-39.1,0.2,None,0,2174025057,10211
SZ002199,东晶电子,7.63,-1.04,-17.51,0.8,65.572,0,1857465230,10865
SZ002962,五方光电,20.88,-1.04,-30.03,0.89,32.176,0.798,5051289600,6265
SH600279,重庆港九,3.8,-1.04,-16.31,0.26,31.52,1.316,4510091875,27617
SZ002700,ST浩源,3.79,-1.04,-46.15,1.23,21.539,0.923,1600997875,10519
SZ300793,佳禾智能,22.82,-1.04,-24.04,3.22,60.301,0.822,6085820160,10240
SZ300164,通源石油,4.78,-1.04,-6.23,5.67,None,1.674,2454674781,8572
SZ002411,延安必康,6.64,-1.04,-57.52,0.83,63.791,0,10174365156,18588
SZ000768,中航飞机,23.83,-1.04,46.52,0.47,114.306,0.504,65976812042,259864
SZ300264,佳创视讯,5.73,-1.04,18.88,6.63,None,0,2367063000,17431
SH603200,上海洗霸,30.49,-1.04,58.47,0.76,77.511,0,3072403453,5627
SZ000977,浪潮信息,31.31,-1.04,12.69,0.69,42.893,0.222,45516014216,151837
SH600588,用友网络,41,-1.04,88.67,0.25,184.627,0.485,134078025012,242862
SZ002564,天沃科技,3.77,-1.05,-17.51,0.7,None,0,3277544813,18753
SH600389,江山股份,19.75,-1.05,1.43,0.45,17.954,6.633,5865750000,12819
SZ002238,天威视讯,6.62,-1.05,20.88,0.21,29.466,11.62,5312941639,21631
SZ000687,*ST华讯,1.88,-1.05,-71.98,0.55,None,0,1440454801,24918
SH600816,*ST安信,1.89,-1.05,-57.43,0.13,None,0,10336670667,65132
SH600753,东方银星,13.25,-1.05,19.22,1.29,114.363,0,2374400000,9922
SH603700,宁水集团,28.18,-1.05,60.37,1.53,22.953,0.819,5727359560,7930
SH601086,国芳集团,4.73,-1.05,-5.29,0.33,50.827,2.114,3150180000,6948
SH600173,卧龙地产,4.7,-1.05,-6.8,0.3,7.913,3.191,3295255747,11414
SZ002968,新大正,55.75,-1.05,22.1,0.75,54.115,0.741,5991118000,5003
SH603006,联明股份,10.33,-1.05,-5.03,2.48,30.774,1.162,1973837661,9630
SZ002213,大为股份,16.05,-1.05,28.92,0.52,440.037,0,3306300000,12470
SZ002003,伟星股份,6.57,-1.05,15.47,0.9,13.392,6.088,4980194212,30534
SZ002884,凌霄泵业,25.45,-1.05,100.6,1.11,20.706,3.929,6425031108,9829
SZ300745,欣锐科技,26.13,-1.06,14.75,10.19,None,0.096,2992207758,8818
SZ002922,伊戈尔,14.97,-1.06,1.38,1.47,37.667,1.336,2023217581,4823
SZ002268,卫士通,18.73,-1.06,-27.31,0.51,148.448,0.101,15702033804,38158
SZ300660,江苏雷利,22.31,-1.06,42.66,1.9,23.622,1.793,5786594228,4219
SZ000541,佛山照明,5.59,-1.06,18.06,0.17,27.45,3.309,7822345001,21557
SZ002224,三力士,6.52,-1.06,6.33,3.52,33.324,0.307,4756665381,21520
SH600444,国机通用,10.28,-1.06,-0.98,0.58,28.884,1.459,1505217461,5414
SH600708,光明地产,2.77,-1.07,-18.5,0.29,None,3.61,6173323778,19487
SH600410,华胜天成,11.98,-1.07,16.42,1.09,46.108,0.25,13162945728,70347
SZ002065,东华软件,10.17,-1.07,-1.06,0.46,52.968,0.492,31684455754,83676
SZ000708,中信特钢,16.6,-1.07,27.54,0.2,15.061,3.544,83782580988,15926
SH600810,神马股份,7.42,-1.07,-3.2,0.63,47.351,2.036,6213328117,21110
SZ300564,筑博设计,33.15,-1.07,-9.81,15.77,26.3,1.056,3315000000,2787
SH603106,恒银科技,8.33,-1.07,-5.45,0.78,None,0,3335332000,10787
SH603117,万林物流,3.71,-1.07,-1.37,0.53,45.424,1.078,2369729351,32869
SZ000517,荣安地产,2.78,-1.07,4.8,0.41,4.405,3.597,8851304508,24160
SH600461,洪城水业,6.47,-1.07,12.59,0.46,10.732,4.019,6133808131,9022
SH603398,邦宝益智,10.03,-1.08,-1.28,0.96,42.887,0,2972719484,14675
SZ000159,国际实业,5.51,-1.08,-2.82,1.95,30.674,0.363,2648579821,38707
SZ300389,艾比森,11.86,-1.08,8.31,7.16,None,0,3783270892,8833
SZ300864,南大环境,124.29,-1.08,73.32,10.69,44.583,None,5965920000,2195
SZ002667,鞍重股份,7.36,-1.08,5.09,1.27,553.005,0.082,1701131520,6593
SZ000070,特发信息,10.03,-1.08,-6.89,0.83,38.039,0.688,8190088947,27162
SH601678,滨化股份,5.5,-1.08,10.06,1.09,41.213,1.818,8494200000,17244
SZ002390,信邦制药,6.42,-1.08,22.29,0.54,71.012,0,10703607683,17783
SH688128,中国电研,19.89,-1.09,3.43,1.84,30.987,None,8045505000,1560
SZ002058,威尔泰,16.32,-1.09,-27.6,0.25,None,0,2341076778,15547
SH603045,福达合金,12.76,-1.09,-13.97,1.52,40.606,1.176,1756031200,6585
SZ002550,千红制药,4.55,-1.09,5.16,0.23,38.457,5.495,5823431250,18460
SH600962,国投中鲁,8.17,-1.09,-0.12,0.62,557.045,0,2142255700,18879
SH603156,养元饮品,24.6,-1.09,9.26,0.42,14.594,6.775,31131142560,36865
SH600611,大众交通,3.64,-1.09,-7.51,0.31,15.4,3.434,8605407225,63021
SZ002154,报喜鸟,3.62,-1.09,12.42,2.51,20.545,0,4407754984,27179
SH603966,法兰泰克,14.53,-1.09,42.36,0.8,24.304,0.688,3065533588,5665
SH600640,号百控股,15.42,-1.09,-40.1,0.21,1353.645,0.35,12269631395,23710
SZ300069,金利华电,17.29,-1.09,8.61,1,189.257,0,2022930000,5282
SZ000151,中成股份,9.11,-1.09,-13.04,0.42,86.626,0.22,2696377800,53964
SH600152,维科技术,6.35,-1.09,-6.07,0.99,143.406,0,2672842552,23440
SZ002252,上海莱士,9.03,-1.1,21.81,0.41,68.268,0.111,60869314800,96903
SZ000530,冰山冷热,3.61,-1.1,-7.41,0.34,None,0.831,3043997150,17358
SH600538,国发股份,6.31,-1.1,24.7,0.78,436.187,0,2930371477,12939
SH600601,方正科技,4.51,-1.1,23.22,1.72,None,0,9898959330,61247
SZ000702,正虹科技,5.38,-1.1,-6.6,1.55,226.104,0,1434494019,9699
SZ300383,光环新网,22.51,-1.1,12.24,0.6,39.311,0.089,34736079622,78179
SH601212,白银有色,2.7,-1.1,-26.57,0.24,None,0.089,19992891180,21443
SZ002295,精艺股份,7.19,-1.1,-5.96,0.52,104.078,0.834,1801929040,8970
SZ002721,金一文化,3.61,-1.1,-36.67,0.87,None,0,3013332536,17745
SH603090,宏盛股份,17.07,-1.1,4.8,0.92,62.156,0.586,1707000000,3495
SZ000958,东方能源,4.48,-1.1,-19.52,0.36,18.49,0.223,24117714970,32694
SH605318,法狮龙,18.94,-1.1,44.69,3.24,28.186,None,2446501619,1336
SZ002008,大族激光,35.2,-1.1,-11.55,1.63,42.389,0.568,37560913562,172346
SH600620,天宸股份,7.19,-1.1,11.48,0.22,60.029,0.417,4937208442,17688
SZ002015,协鑫能科,5.4,-1.1,2.47,1.03,11.432,0,7303291085,6482
SZ000783,长江证券,8.02,-1.11,15,0.25,29.163,1.87,44347296779,140665
SH600079,人福医药,31.06,-1.11,130.27,0.61,46.808,0.161,42046055620,101494
SH600796,钱江生化,5.36,-1.11,-1.11,0.74,170.682,0,1615515492,14349
SZ002743,富煌钢构,8.03,-1.11,24.47,2.71,31.412,0.672,2700696816,11740
SH600829,人民同泰,7.1,-1.11,4.11,0.2,20.724,0,4117209039,11926
SZ002395,双象股份,16.9,-1.11,-1.74,0.11,158.579,0,4532732100,11742
SZ002172,澳洋健康,2.67,-1.11,-28.61,0.91,None,0,2073205237,14396
SH600063,皖维高新,3.57,-1.11,-7.28,0.46,16.353,1.681,6875444050,17982
SH600586,金晶科技,3.55,-1.11,24.15,0.95,86.538,0.845,5072133500,18192
SH600078,澄星股份,4.43,-1.12,-13.98,0.5,76.218,0.226,2935197774,12436
SH600030,中信证券,30.1,-1.12,20.86,0.8,26.453,1.661,389095958473,658584
SH603183,建研院,8.83,-1.12,17.58,2.03,27.082,0.928,2633813062,8058
SH600545,卓郎智能,5.29,-1.12,-12.85,0.37,45.53,0,10026734744,51709
SZ300441,鲍斯股份,9.71,-1.12,-0.31,1.22,None,0,6381312065,7462
SH900919,绿庭B股,0.266,-1.12,-28.69,0.08,31.328,0,189161139,2717
SH600209,ST罗顿,5.29,-1.12,62.77,0.31,None,0,2322369084,19413
SZ002276,万马股份,7.98,-1.12,-3.5,1.53,47.523,0.439,8263203002,45233
SH600422,昆药集团,9.72,-1.12,-7.54,0.56,16.547,2.065,7371529115,58584
SZ002347,泰尔股份,4.4,-1.12,-0.16,0.93,194.201,2.273,1966886513,11186
SZ002198,嘉应制药,5.32,-1.12,-1.66,1.6,None,0,2699952391,12987
SZ300406,九强生物,21.18,-1.12,31.29,0.81,53.304,0.603,12474961649,18363
SH900936,鄂资B股,0.878,-1.13,9.01,0.05,7.15,6.437,1253737527,1174
SH603429,集友股份,37.5,-1.13,49.67,0.55,94.029,0.495,14258960888,24946
SZ002346,柘中股份,10.49,-1.13,-4.89,0.18,179.051,1.907,4632126114,13232
SZ002394,联发股份,10.46,-1.13,16.4,1.1,7.201,4.802,3480707256,13747
SH600136,当代文体,7.01,-1.13,-43.01,0.7,None,0,4098176547,18884
SZ002229,鸿博股份,6.98,-1.13,4.8,0.75,54.104,0,3478442956,38779
SZ002412,汉森制药,6.99,-1.13,-19.44,0.54,24.476,1.073,3517368000,13164
SZ000655,金岭矿业,6.11,-1.13,10.49,1.14,16.477,0,3637528805,12210
SH603011,合锻智能,5.26,-1.13,4.98,0.69,139.739,0.38,2383173416,9199
SH603699,纽威股份,15.73,-1.13,16.59,0.1,23.703,2.543,11797500000,10919
SH688579,山大地纬,18.4,-1.13,126.6,1.78,111.169,None,7360184000,701
SZ002553,南方轴承,6.92,-1.14,30.76,0.91,47.604,1.445,2408160000,9708
SZ002937,兴瑞科技,13.88,-1.14,-7.49,1.13,32.466,0.865,4086272000,7240
SZ200011,深物业B,6.09,-1.14,27.14,0.13,3.58,6.48,3629512670,2449
SZ002349,精华制药,5.2,-1.14,16.07,0.57,None,0,4345766745,10780
SZ002597,金禾实业,31.19,-1.14,41.74,0.48,22.89,1.725,17492263403,61115
SH603721,中广天择,17.34,-1.14,-34.17,1.12,87.353,0,2254200000,5445
SZ000798,中水渔业,6.06,-1.14,-1.46,0.67,77.949,0,1935897300,16932
SH600311,*ST荣华,1.73,-1.14,-48.97,0.75,None,0,1151488000,23530
SZ002691,冀凯股份,5.18,-1.15,-13.55,0.8,4112.709,0.135,1761200000,8466
SH603009,北特科技,6.01,-1.15,-3.22,0.51,None,0,2157602940,15465
SH603839,安正时尚,11.15,-1.15,-9.83,0.36,22.31,6.29,4461139753,5666
SZ002296,辉煌科技,7.73,-1.15,-2.21,0.8,38.958,0.63,3012044127,28359
SH603136,天目湖,25.77,-1.15,-3.19,0.67,50.303,0,2989732449,6217
SZ002770,ST科迪,1.72,-1.15,-28.33,1.19,None,0,1883172611,35043
SH603903,中持股份,11.2,-1.15,13.4,0.55,18.406,0.491,2266263014,7160
SH900948,伊泰B股,0.69,-1.15,-8.18,0.11,5.759,7.165,2245264830,8649
SZ000016,深康佳A,6.04,-1.15,39.1,0.8,None,0.828,14543990264,54794
SH600210,紫江企业,4.27,-1.16,17.85,0.31,13.922,4.684,6476463395,26316
SH600766,园城黄金,7.68,-1.16,3.09,4.11,185.035,0,1722061993,15820
SZ000717,韶钢松山,4.25,-1.16,-6.75,0.41,6.272,3.529,10282978743,67625
SZ002840,华统股份,10.25,-1.16,0.86,0.4,34.549,0.28,4579044820,6052
SH600186,莲花健康,2.56,-1.16,0.18,0.41,None,0,3532605325,17955
SH600288,大恒科技,11.07,-1.16,-5.48,0.26,95.792,0.072,4835376000,33209
SH688001,华兴源创,41.02,-1.16,-7.07,1.28,112.364,None,17601124866,6720
SZ000059,华锦股份,5.11,-1.16,-11.96,0.41,None,4.599,8173151364,21481
SH600775,南京熊猫,7.65,-1.16,-24.56,0.32,304.593,0.229,6990864747,41933
SH603018,中设集团,11.87,-1.17,41.17,0.72,12.318,1.755,6614523884,12653
SZ300136,信维通信,48.28,-1.17,6.5,1.39,47.44,0.104,46487297843,190959
SZ300163,先锋新材,5.09,-1.17,38.32,8.01,48.537,0,2412660000,7451
SZ300368,汇金股份,20.22,-1.17,146.35,5.77,204.604,0.084,10755897065,35863
SH600200,江苏吴中,5.89,-1.17,9.48,0.48,None,0,4195970220,26218
SZ000545,金浦钛业,2.54,-1.17,-15.84,0.38,None,0.787,2506556064,9595
SH600373,中文传媒,11.79,-1.17,-9.73,0.19,9.458,4.241,15976201247,41500
SZ002329,皇氏集团,5.06,-1.17,15.18,1.28,122.56,0.198,4238458577,24813
SZ300635,中达安,24.24,-1.18,52.3,2.01,102.799,0.186,3304445280,5130
SH603042,华脉科技,15.85,-1.18,4.26,0.75,96.314,0.334,2155600000,9311
SZ000731,四川美丰,5.03,-1.18,-2.51,0.65,46.879,0.994,2975166291,15156
SZ002377,国创高新,4.17,-1.18,4.61,0.92,17.845,3.597,3821076088,12863
SZ002917,金奥博,10.85,-1.18,-0.1,1.55,42.15,0.614,2944082400,7137
SH600502,安徽建工,4.17,-1.18,6.13,0.49,10.623,3.597,7177238334,24262
SH600322,天房发展,2.51,-1.18,-16.33,0.38,None,0,2775307000,10178
SH601020,华钰矿业,10.05,-1.18,10.08,1.71,51.622,0,5578997004,11668
SH603535,嘉诚国际,50.2,-1.18,178.37,1.21,54.723,0.199,7550080000,5549
SZ300550,和仁科技,22.59,-1.18,13.7,0.25,138.69,0.174,3706266753,6190
SZ002094,青岛金王,4.17,-1.18,-13.12,0.94,None,0,2881042779,29312
SZ002503,搜于特,2.52,-1.18,5.44,1.24,136.756,0,7793153484,35529
SZ002666,德联集团,5.79,-1.19,23.09,1.89,20.401,0.691,4367566462,13485
SH600091,ST明科,2.5,-1.19,-32.98,0.42,62.596,0,1093531310,6411
SH600382,广东明珠,4.98,-1.19,-6.55,0.46,10.487,0.927,3928890399,9287
SZ002124,天邦股份,14.99,-1.19,19.44,1.78,9.833,0,19692498195,56981
SH600345,长江通信,19.86,-1.19,-11.49,0.49,47.131,0.504,3932280000,24439
SH600571,信雅达,8.3,-1.19,-11.69,0.7,69.261,1.687,3646002661,34311
SZ002376,新北洋,10,-1.19,-15.74,0.38,28.691,2,6657201810,47148
SH600975,新五丰,8.3,-1.19,3.59,0.79,26.217,0.361,5417207347,27107
SZ002471,中超控股,2.49,-1.19,5.96,0.94,None,0,3157320000,17554
SZ200726,鲁泰B,4.11,-1.2,-40.95,0.27,4.437,2.66,3526879534,4666
SH900903,大众B股,0.329,-1.2,-21.12,0.02,9.306,5.386,777796422,2018
SH688396,华润微,48.72,-1.2,280.93,3.55,72.447,None,59239875500,22403
SH603030,全筑股份,5.75,-1.2,0.04,0.63,16.553,0.696,3094170640,12032
SZ002647,仁东控股,58.23,-1.2,247.85,0.74,None,0,32605111130,9238
SH600011,华能国际,4.96,-1.2,-8.35,0.13,21.686,2.722,77862543061,69001
SH601177,杭齿前进,8.2,-1.2,-12.27,0.36,58.658,0.244,3280492000,8142
SZ300877,金春股份,70.1,-1.2,129.54,19.06,36.366,0,8412000000,4524
SZ002047,宝鹰股份,4.12,-1.2,-28.6,0.33,47.257,0,5526143315,15214
SZ002897,意华股份,29.66,-1.2,10.7,1.78,34.609,0.169,5062131520,11866
SH600161,天坛生物,37.99,-1.2,63.37,1.7,79.277,0.132,47656181982,101278
SH900937,华电B股,0.165,-1.2,37.5,0.1,None,0,324501400,1241
SH600096,云天化,4.94,-1.2,-6.79,0.4,1895.117,0,7044027698,24499
SZ300251,光线传媒,12.34,-1.2,5.06,0.62,41.953,0.405,36200728051,250399
SZ002234,民和股份,16.35,-1.21,-47.2,1.25,11.317,3.67,4938462433,42207
SH603139,康惠制药,18.79,-1.21,9.59,0.38,47.135,0.458,1876745200,2431
SH600420,现代制药,9.82,-1.21,10.99,0.29,16.516,1.018,10084731154,18280
SH600986,科达股份,4.9,-1.21,-1.21,1.28,None,0,6490306569,23289
SZ200530,冰山B,1.63,-1.21,-25.14,0.06,None,2.009,1374436386,805
SZ002148,北纬科技,4.91,-1.21,-4.84,0.88,None,0,2777949000,24054
SH601101,昊华能源,4.05,-1.22,-15.79,0.22,None,1.728,4859993002,13890
SH600833,第一医药,10.55,-1.22,12.79,0.52,41.899,0.711,2353560961,12428
SZ000656,金科股份,8.87,-1.22,21,0.29,7.068,5.073,47363279288,76095
SZ300610,晨化股份,19.41,-1.22,58.79,5.8,25.74,0.773,2924562930,4455
SZ300257,开山股份,16.17,-1.22,48.62,0.32,54.836,0,13873860000,10493
SH600963,岳阳林纸,4.04,-1.22,19.69,0.36,17.171,0.901,7292414560,21556
SH603195,公牛集团,171.5,-1.22,194.62,2.64,50.463,2.213,103005266700,44018
SZ300227,光韵达,10.56,-1.22,41.75,2.91,57.069,0.132,4751898761,16656
SH600293,三峡新材,2.41,-1.23,-23.25,0.46,None,0,2795949561,10633
SH600785,新华百货,14.41,-1.23,-2.85,0.54,71.39,1.388,3251346745,17431
SH600576,祥源文化,4.02,-1.23,-17.79,0.27,None,0,2489997684,31711
SZ000606,顺利办,4.01,-1.23,-27.75,0.66,None,0,3070855406,14571
SZ002010,传化智联,5.62,-1.23,-18.02,0.35,12.713,1.779,18308918490,21283
SH603901,永创智能,9.6,-1.23,-8.89,0.72,33.572,0.729,4218308400,16648
SH603998,方盛制药,6.43,-1.23,-21.08,0.27,43.59,1.876,2761233100,12368
SZ002731,萃华珠宝,7.23,-1.23,-6.53,0.88,18.73,0.207,1852007880,7488
SZ002809,红墙股份,12.06,-1.23,8.59,0.88,17.966,1.129,2484774056,9411
SZ300036,超图软件,21.65,-1.23,8.86,1.62,44.547,0.22,9795222946,61593
SH600405,动力源,5.59,-1.24,18.18,1.42,199.544,0,3114434669,27692
SZ002048,宁波华翔,15.89,-1.24,3.73,1.25,11.205,1.007,9950752019,61163
SH605128,上海沿浦,28.57,-1.24,22.57,7.7,26.737,None,2285600000,879
SH600268,国电南自,7.15,-1.24,39.97,0.99,95.937,0.699,4971146066,42059
SH600117,西宁特钢,3.18,-1.24,-10.92,0.31,54.62,0,3323476041,15794
SZ300024,机器人,15.09,-1.24,7.79,0.66,112.006,0,23544015821,142098
SH603609,禾丰牧业,13.45,-1.25,15.46,0.26,8.574,1.636,12401705601,21535
SH600880,博瑞传播,3.95,-1.25,-0.55,0.36,73.679,0.506,4318661763,23708
SZ000975,银泰黄金,10.29,-1.25,7.16,1.16,27.576,1.388,28572472107,28056
SH688555,泽达易盛,49.16,-1.25,152.23,1.04,46.507,None,4085687600,1007
SZ002500,山西证券,7.91,-1.25,1.92,0.41,48.345,0.996,28395092937,38576
SZ002314,南山控股,3.95,-1.25,30.26,0.57,574.991,1.468,10695740926,20203
SZ000901,航天科技,10.23,-1.25,9.47,0.92,692.53,0.125,8165600383,51255
SZ002926,华西证券,11.89,-1.25,8.66,0.94,20.79,0.639,31211250000,16524
SH688518,联赢激光,18.78,-1.26,140.46,1.61,97.635,None,5618976000,1348
SZ002619,艾格拉斯,2.35,-1.26,-25.4,1.06,None,0,4335506143,24287
SH600750,江中药业,11.71,-1.26,14.61,0.66,15.318,2.135,7377300000,204617
SZ002437,誉衡药业,3.14,-1.26,3.63,0.64,None,0,6902106063,26567
SH600745,闻泰科技,102.1,-1.26,10.49,1.51,46.074,0.133,127108142335,128047
SH601098,中南传媒,10.95,-1.26,-3.12,0.28,15.807,5.662,19666200000,41680
SZ300168,万达信息,24.07,-1.27,55.99,0.42,None,0,28585165221,58762
SH600781,*ST辅仁,3.89,-1.27,-33.05,0.77,18.751,0,2439642722,20487
SH601798,蓝科高新,7.79,-1.27,25.44,0.62,None,0,2761774662,8400
SZ000014,沙河股份,10.12,-1.27,8.83,0.96,42.272,0.109,2041256492,25062
SZ300533,冰川网络,32.69,-1.27,10.8,2.41,28.118,1.428,4936314222,8191
SH600476,湘邮科技,12.46,-1.27,-14.72,1.08,None,0,2006932200,18650
SZ002514,宝馨科技,3.88,-1.27,-33.1,0.67,None,0,2149652944,8416
SZ002611,东方精工,4.66,-1.27,9.65,0.36,4.039,0,7200291620,17525
SH600099,林海股份,7.01,-1.27,6.15,0.54,320.989,0.571,1536031200,11876
SZ300548,博创科技,48.24,-1.27,24.95,1.22,254.693,0.058,7249349793,8608
SH688078,龙软科技,37.46,-1.27,-26.33,1.79,54.929,None,2650295000,893
SH900946,ST天雁B,0.156,-1.27,-15.22,0.05,90.845,0,166047965,3220
SH600778,友好集团,4.68,-1.27,-13.81,0.95,94.156,0,1457779527,10196
SH600681,百川能源,5.4,-1.28,-14.13,0.11,14.295,7.87,7790797674,14463
SZ002104,恒宝股份,8.5,-1.28,11.11,1.18,92.505,0,5923831509,80765
SH600129,太极集团,15.47,-1.28,36.06,0.74,None,0,8615099810,30712
SH603105,芯能科技,10.03,-1.28,40.28,1.71,61.404,0,5015000000,11721
SH603268,松发股份,16.21,-1.28,1.38,0.52,128.088,0,2012776248,11846
SH688589,力合微,50.8,-1.28,183.64,4,138.589,None,5080000000,1572
SH603790,雅运股份,12.3,-1.28,-21.98,1.31,33.658,1.626,2353728000,3955
SZ000050,深天马A,14.68,-1.28,-9.34,0.42,38.787,0.454,36079735663,107944
SZ002274,华昌化工,4.64,-1.28,-26.38,0.54,None,2.155,4418971957,16487
SZ000723,美锦能源,6.11,-1.29,-35.21,0.76,62.896,0,24917148548,42242
SH900955,*ST海创B,0.153,-1.29,-16.39,0.05,None,0,199435500,3899
SZ300678,中科信息,29.8,-1.29,38.54,4.89,147.846,0.168,5364000000,16583
SZ002671,龙泉股份,4.59,-1.29,1.1,0.39,None,0,2602210389,10630
SZ000758,中色股份,4.58,-1.29,4.57,0.34,None,0,9019753182,33026
SH600807,济南高新,3.82,-1.29,5.82,0.34,68.418,0,3379304672,21812
SZ300005,探路者,6.11,-1.29,40.13,1.96,None,0.818,5399420356,36476
SZ002760,凤形股份,19.92,-1.29,10.54,0.69,26.202,0,1752960000,11521
SH600506,香梨股份,9.96,-1.29,-2.35,2.37,198.962,0,1471160455,15304
SH603711,香飘飘,23.53,-1.3,-7.35,1.32,37.845,1.062,9839565983,15894
SH600487,亨通光电,15.21,-1.3,-6,0.56,27.636,0.526,29701545307,162575
SZ000815,美利云,6.09,-1.3,-10.04,0.53,73.174,0,4234151883,20899
SZ000955,欣龙控股,8.34,-1.3,1.71,1.44,25.894,0,4490214300,31557
SZ300560,中富通,20.48,-1.3,30.45,3.27,67.684,0,4634005750,8787
SH600621,华鑫股份,18.98,-1.3,24.07,0.94,36.293,0.1,20135868562,38790
SZ000950,重药控股,5.31,-1.3,-6.89,0.53,14.696,0.942,9176660736,11752
SH600746,江苏索普,6.06,-1.3,-15.95,0.35,1585.74,0,6352990698,8896
SZ002303,美盈森,4.54,-1.3,-8.28,1.05,14.951,7.335,6952209530,28640
SZ002105,信隆健康,8.35,-1.3,44.37,1.18,29.327,1.198,3076975000,23072
SH600643,爱建集团,8.36,-1.3,-10.08,0.4,10.068,2.99,13559271699,23221
SZ002002,鸿达兴业,3.76,-1.31,-8.33,0.79,14.175,1.596,9734565789,22964
SZ300282,三盛教育,6.8,-1.31,-12.61,3.74,None,0.296,2545283894,19768
SH600278,东方创业,9.07,-1.31,-13.91,1,84.437,0.526,6455907246,31675
SH600355,精伦电子,3.01,-1.31,-11.73,0.78,None,0,1481188492,32639
SZ000973,佛塑科技,4.53,-1.31,-1.74,0.54,106.809,0.662,4382426965,34366
SH601872,招商轮船,6.01,-1.31,-25.95,0.59,10.067,1.664,40508121885,104542
SZ002360,同德化工,6.02,-1.31,15.23,1.22,18.69,2.492,2356905852,17248
SZ002576,通达动力,13.55,-1.31,38.56,3,41.621,0.369,2237105000,11700
SZ002558,巨人网络,18.14,-1.31,1.23,0.13,43.601,0.717,36722251966,36767
SZ002318,久立特材,9.02,-1.31,0.35,1.35,13.988,3.326,7590712818,27143
SZ300627,华测导航,24.92,-1.31,62.54,1.83,58.166,0.86,8508486138,20063
SZ000554,泰山石油,4.52,-1.31,-7.76,0.98,455.234,0,2173185806,28175
SZ300097,智云股份,12.68,-1.32,33.33,2.3,None,0,3658809803,30545
SH600734,*ST实达,1.49,-1.32,-78.06,1.54,None,0,927334751,16447
SZ000153,丰原药业,8.97,-1.32,35.7,1.61,34.101,0,2799906833,21439
SZ002025,航天电器,42.63,-1.32,61.17,1.33,45.725,0.352,18288270000,31276
SH603755,日辰股份,73.15,-1.32,51.54,0.77,84.509,0.752,7213590765,9100
SZ000856,冀东装备,8.21,-1.32,-23.77,0.81,87.667,0,1863670000,28513
SZ002246,北化股份,7.5,-1.32,0.46,0.52,43.36,0.733,4117760955,15476
SH688550,瑞联新材,102.23,-1.32,-10.1,2.73,49.522,None,7174662821,1125
SZ300424,航新科技,22.45,-1.32,40.32,10.54,127.201,0.045,5385034445,11343
SH601599,鹿港文化,3,-1.32,-9.64,0.4,None,0,2678174892,21893
SH600982,宁波热电,2.99,-1.32,0.61,1.6,24.884,1.626,3342126951,7489
SZ300017,网宿科技,8.2,-1.32,-13.62,1.02,None,0.363,20114700073,183221
SZ002875,安奈儿,10.48,-1.32,-13.17,1.3,None,0,1785536560,4555
SZ300355,蒙草生态,4.48,-1.32,31.55,4.92,180.548,0.089,7187004523,39302
SH600265,ST景谷,18.68,-1.32,-22.71,0.14,None,0,2424664000,4932
SZ002530,金财互联,9.72,-1.32,-15.99,0.55,None,0,7573806261,13597
SH603218,日月股份,23.88,-1.32,63.07,1.18,23.006,0.804,19823909524,10136
SZ002160,常铝股份,3.71,-1.33,19.68,1.07,None,0,2951609131,14011
SH900941,东信B股,0.445,-1.33,-15.7,0.05,31.889,1.27,558920028,2162
SZ000677,恒天海龙,2.96,-1.33,-19.78,0.39,385.453,0,2557374726,7487
