股票代码,股票名称,近3年,近5年,近10年,所有时间,当前市盈率(TTM),历史平均,历史最高,历史最低
SZ000737,ST南风,71,55.6,53.5,36.2,42.55,70.33,444.65,3.19
SZ002327,富安娜,67.2,45,24.7,24.2,13.24,21.17,61.63,10.83
SZ300487,蓝晓科技,80.3,66.5,66.5,66.5,53.8,49.36,104,18.96
SZ002531,天顺风能,4.7,3.1,1.8,1.8,13.09,26.69,86.99,11.62
SH600811,东方集团,55.1,38.3,56.9,37.7,23.56,33.76,272.71,7.32
SZ300779,惠城环保,81.5,81.5,81.5,81.5,101.06,90.77,113.98,75.78
SZ002719,*ST麦趣,1,1,1,1,17.46,163.08,651.83,57.53
SZ002465,海格通信,40.9,50.4,59.9,59.9,51.63,51.11,109.27,29.42
SH600297,广汇汽车,86.8,70.9,40.6,22.2,18.06,101.57,2694.28,8
SZ002159,三特索道,1,1,1,1,26.45,123.25,2108.85,16.04
SH601218,吉鑫科技,0.1,0.1,0.1,0.1,17.55,130.47,989.2,17.55
SH600894,广日股份,28.8,52.4,52.4,30.9,15.73,44.91,357.35,5.23
SH600497,驰宏锌锗,48.5,36.7,26.6,42.3,32.09,383.48,26053,6.23
SZ300616,尚品宅配,89.6,89.6,89.6,89.6,51.9,34.88,64.56,22.82
SH600163,中闽能源,20.5,14.8,11.9,5.7,22.51,92.42,1052.21,15.5
SH600539,ST狮头,1,1,1,1,86.54,225.29,2448.08,23.19
SH600172,黄河旋风,1,1,1,1,60.27,46.99,132.69,10.87
SZ000667,美好置业,1,1,1,1,58.98,132.93,2439.04,8.71
SZ300632,光莆股份,99.2,99.2,99.2,99.2,47.66,26.39,49.04,18.11
SZ300575,中旗股份,69.2,64.4,64.4,64.4,27.07,25.28,61.07,12.1
SH600503,华丽家族,5.5,3.1,12.6,9.5,18.58,313.89,5558.85,6.22
SZ000825,太钢不锈,89.5,84.6,44.2,38.8,13.21,20.04,224.72,3.61
SH603326,我乐家居,19.3,19.3,19.3,19.3,22.82,26.16,36.96,18.81
SH600399,ST抚钢,100,67.3,27,24.5,53.93,145.46,641.09,1.87
SZ000791,甘肃电投,69.8,59.6,37.8,18.7,11.75,325.16,16104.4,6.36
SH600699,均胜电子,1,1,1,1,283.61,130.07,1887.07,11.03
SZ002578,闽发铝业,1.7,1.1,25.3,25.3,53.29,125.22,582.67,26.62
SH600208,新湖中宝,62.9,48.4,33.7,17,10.01,141.09,4200.92,5.09
SH600208,新湖中宝,62.9,48.4,33.7,17,10.01,141.09,4200.92,5.09
SZ000761,本钢板材,92.1,84.2,62.2,79.4,35.16,30.2,408.9,2.9
SZ002482,广田集团,91.4,94.4,96.8,96.8,250.35,258.87,8273.56,9.62
SH601107,四川成渝,95.9,97.3,98.6,98.6,120.16,15.45,135.18,6.52
SH600128,弘业股份,23.4,7.8,6.5,3.3,25.93,62.29,353.01,22.21
SZ200020,深华发B,0.4,9.9,26.7,53.3,118.35,310.7,5428.54,1.13
SH600433,冠豪高新,14.4,9.2,4.9,3.4,24.62,97.6,691.68,21.43
SZ002275,桂林三金,82,55.2,33,31.7,22.53,26.01,51.22,15.19
SH600392,盛和资源,1,1,1,1,1390.73,103.2,2476.24,11.53
SH600269,赣粤高速,82.2,88.2,93.5,96.5,38.93,35.44,1360.63,5.58
SZ002621,美吉姆,0.8,0.5,20.1,20.1,42.91,236.2,1640.94,22.16
SZ000429,粤高速A,99.7,99.6,93.5,80.5,28.57,22.61,83.58,8.63
SH600980,北矿科技,53.9,38.2,28.3,34.6,52.09,379.55,7751.11,24.1
SH601616,广电电气,5.3,4.5,2.1,2.1,15.3,76.27,335.94,13.67
SZ300440,运达科技,25.4,17.9,17.9,17.9,29.43,36.99,61.16,22.79
SH603577,汇金通,4.7,4.4,4.4,4.4,27.43,49.14,104.52,28.28
SH600664,哈药股份,1,1,1,1,35.4,128.91,4227.15,9.71
SH600260,凯乐科技,83.1,56.7,32.9,27.5,21.55,50.16,901.56,10.23
SH600801,华新水泥,75,53.4,36.1,20.9,9.51,51.57,547.46,4.61
SZ000516,国际医学,1,1,1,1,20.86,39.94,164.89,3.8
SH600370,三房巷,96.1,95.1,94.7,96.5,243.49,74.1,491.64,10.25
SZ002639,雪人股份,1,1,1,1,104.42,476.36,5956.38,18.13
SH603886,元祖股份,26.7,25.2,25.2,25.2,16.8,20.68,49.17,13.35
SZ002818,富森美,68.5,64.5,64.5,64.5,15.55,15.43,39.27,10.78
SZ000905,厦门港务,11.6,38.8,61.7,62.8,40.65,43.36,221.26,10.21
SH601008,连云港,16.8,33,63.6,70.8,369.07,341.79,2468.63,14.55
SH603578,三星新材,65.6,65.6,65.6,65.6,32.25,31.61,51.85,24.37
SH601619,嘉泽新能,30.1,30.1,30.1,30.1,25.82,36.8,119.22,20.39
SZ002771,真视通,75.9,67.5,67.5,67.5,84.59,71.97,147.45,28.9
SH600679,上海凤凰,18.5,11.3,6.1,6.6,84.6,801.08,7900.13,35.96
SH601828,美凯龙,100,100,100,100,15.23,9.94,15.23,7.31
SZ000759,中百集团,67.4,62.3,82.9,89.9,105.75,546.76,15097.2,8.79
SZ000830,鲁西化工,84.1,54.9,29.5,19.4,12.13,27.25,82.25,4.41
SH600767,ST运盛,1,1,1,1,28.03,269.52,1600.39,20.7
SH603637,镇海股份,0.5,0.5,0.5,0.5,35.38,50.54,74.15,35.13
SZ000711,京蓝科技,1,1,1,1,2.17,191.72,3959.78,8.1
SZ000692,惠天热电,1,1,1,1,12.07,90.31,810.21,13.08
SZ000150,宜华健康,1,1,1,1,1.44,247.09,3999.66,6.77
SZ300202,聚龙股份,93.9,96.6,98.1,98.1,232.39,72.71,281.47,24.76
SZ002040,南京港,61.5,39.7,21.2,17.8,25.34,103.07,646.08,17.71
SH600275,ST昌鱼,1,1,1,1,54.58,517.12,5468.65,46.52
SH600857,宁波中百,99.1,99.2,96.9,82.4,121.21,96.91,440.98,22.23
SH600377,宁沪高速,94,95.9,97.6,64.3,19.62,21.88,60.82,9.65
SZ000965,天保基建,38.6,22.3,12.7,8.7,12,40.46,190.06,6.59
SH601155,新城控股,21.3,15.5,15.5,15.5,5.9,9.44,24.56,5.15
SH603701,德宏股份,63,63.4,63.4,63.4,39.83,32.69,59.72,12.09
SZ300486,东杰智能,35.8,31.2,31.2,31.2,48.44,96.04,551.62,34.56
SH600673,东阳光,39.7,27,16.6,12.5,22.68,144.05,1694.17,16.04
SZ002623,亚玛顿,1,1,1,1,269.89,113.4,458.54,14.49
SZ002813,路畅科技,1,1,1,1,6.85,231.04,362.34,122.5
SH600439,瑞贝卡,89.5,59.7,62.6,59.3,30.43,31.8,99.71,12.21
SH603367,辰欣药业,74.3,74.3,74.3,74.3,15.69,15.06,37.76,11.7
SH603239,浙江仙通,75.7,76.3,76.3,76.3,38.89,31.08,63.93,16.06
SZ000812,陕西金叶,92,84.3,92,96,240.16,78.57,405,18.28
SZ002141,贤丰控股,1,1,1,1,19.55,1107.37,47800.4,19.91
SH600749,西藏旅游,1,1,1,1,388.63,295.45,2923.6,28.62
SH600190,锦州港,44.7,30.6,31.9,26.2,33.95,71.81,695.39,18.61
SZ000813,德展健康,99.9,97.2,69.5,41.8,53.81,291.66,3425.43,15.47
SH600512,腾达建设,42.2,27,13.2,7.5,11.23,114.39,3036.72,7.76
SH601600,中国铝业,69,61.7,57.6,60.7,105.7,316.71,16942.2,12.83
SH600797,浙大网新,89.4,92.5,87.9,90.5,110.13,459.36,46867.8,15.76
SH600423,ST柳化,1,1,1,1,1.63,53.74,649.88,7.95
SZ002642,荣联科技,50.1,78.3,85.2,85.2,151.24,89.56,233.85,22.97
SH600008,首创股份,0.8,0.5,0.3,0.2,16.78,34.27,101.5,10.37
SZ300596,利安隆,68.3,68.3,68.3,68.3,29.51,28.63,38.86,22.21
SZ200771,杭汽轮B,33.6,26.3,56.6,68.4,13.8,17.49,172.81,1.38
SH600735,新华锦,85,53.3,43,46.3,49.82,86.65,610.08,5.72
SH600737,中粮糖业,39.3,28.8,22.8,10.6,25.43,234.23,21278.2,13.4
SH600320,振华重工,53.2,36.4,27,62.5,50.78,70.58,702.87,8.96
SZ300422,博世科,55.2,39.1,39.1,39.1,16.86,41.74,130.76,11.39
SH600101,明星电力,26.6,18.2,34.6,43.2,25.5,27.37,77.13,9.26
SZ002195,二三四五,91.4,75,63.5,58.5,45.1,60.94,555.56,11.63
SH600839,四川长虹,1,1,1,1,121.83,95.22,1013.68,10.93
